login_duration,journey_planner_duration,train_selection_duration,form_fill_duration,captcha_duration,session_duration,mouse_movements,page_scrolls,form_corrections,is_bot
0.15481801772143067,0.202764868853698,0.14137260351615158,0.216277184775284,0.26593167861991857,0.9811643534864829,1,1,0,1
7.8718986637448,18.611716593101548,13.466799456135751,15.79634445423161,5.618793360586726,61.36555252780044,47,12,0,0
0.10542858414414567,0.7990931531628294,0.1577098811717043,0.17633238973318846,0.3695024352751076,1.6080664434869756,2,2,0,1
6.271579113068688,8.596351961389942,12.77090632625547,33.30323636170995,10.821225868609016,71.76329963103306,55,9,1,0
0.47368397275811414,0.43776680754903896,0.18298454178663562,0.2978259384961032,0.3275226378289754,1.7197838984188674,3,2,0,1
0.19315577449371324,0.40110942932760807,0.16847975009429242,0.2952299442075661,0.512518383951381,1.570493282074561,3,0,0,1
7.401512723170774,14.47557615855302,12.869013376038833,23.070008803835762,11.475144525151029,69.29125558674941,48,7,1,0
0.2994605004810188,0.6318055647969948,0.35257981201892397,0.2315387614234149,0.2638512988813604,1.779235937601713,6,2,0,1
8.20765893570841,16.210584012781432,12.956398715287412,17.060069177713896,7.486379850465511,61.921090691956664,53,8,1,0
0.3565928482909117,0.7076831235777439,0.18844735463968762,0.17814424496861037,0.42328321822368037,1.854150789700634,3,0,0,1
6.401233912627661,13.724835446175938,7.941143891829077,10.318711077001891,10.426829007520212,48.81275333515478,37,6,0,0
0.22679074429409402,0.21861555865048687,0.17882876449392007,0.17906488660103154,0.24390883258849066,1.047208786628023,3,0,0,1
0.4833762967918054,0.5354210684536161,0.22736965571048345,0.26074865328736135,0.2785611354033842,1.7854768096466505,1,0,0,1
6.630275004409652,19.694135273781335,12.56615662007338,18.042998366059447,4.763121805684891,61.69668707000871,40,10,0,0
8.918275205000297,19.589940726995728,3.5314205083235115,35.435206781838886,7.785901595886907,75.26074481804534,43,9,0,0
2.9223106026756103,18.18398804065796,15.304046106434495,28.147103708719385,10.468308278831511,75.02575673731897,43,11,0,0
8.440758327757788,9.260691793947636,9.21181586599354,29.07929210638767,9.488975398731155,65.48153349281779,50,8,0,0
10.374258273231735,17.674251891129437,19.619962031833513,39.88030606700082,9.978617389861881,97.52739565305738,47,9,0,0
0.1849245604651349,0.2485668693862267,0.39980665262330994,0.1518919185580428,0.544242607715593,1.5294326087483072,3,1,0,1
0.10490319627330678,0.2975917869387026,0.18298646947126299,0.20626311472583903,0.3620551298616618,1.1537996972707731,4,1,0,1
8.762581955916572,18.20635314465514,9.312592590325515,34.46810522526577,6.69438231043381,77.4440152265968,39,6,0,0
0.43683365992177225,0.7147744164265111,0.13884815616099136,0.1751174091063034,0.2896705948261308,1.7552442364417087,1,0,0,1
0.4330262922256893,0.22284224478842504,0.18755958651105895,0.19495328092065634,0.2973193713264003,1.3357007757722297,0,0,0,1
0.13139271700475158,0.3981928359619225,0.3636298056633695,0.23181707494666187,0.20214411293006843,1.327176546506774,3,2,0,1
0.34554500576785424,0.5887372499542319,0.36163841797616614,0.2458982873014597,0.5981114331831235,2.139930394182836,0,0,0,1
8.640929036578523,14.409035931651673,12.553826871084185,23.075701550775825,9.376172305969094,68.05566569605931,48,7,0,0
0.30299251676110966,0.44203816586845573,0.3772325008045473,0.27863511179013295,0.5297959071210259,1.9306942023452713,2,3,0,1
7.44193988771547,15.819701965367306,10.869927349836956,16.724283467493997,6.880816595393079,57.73666926580681,50,11,0,0
5.804142778050788,13.255115546641207,10.300608373302639,37.67867168234156,4.418529585633246,71.45706796596944,54,8,0,0
7.321615127757902,19.410658962752684,11.38855262235111,26.464240464712788,4.569796022320158,69.15486319989465,39,8,0,0
8.809201133448024,10.459484891572446,12.214423049680255,23.694986590268805,5.7540691258255885,60.93216479079512,44,7,0,0
11.540886633768949,15.49676520268205,15.382366671249136,32.54202793420055,12.720861215133935,87.68290765703462,43,6,0,0
8.848772000817668,17.149470715248874,14.763613159145045,23.79027260891647,14.952817759021231,79.50494624314929,51,2,0,0
8.746846383765245,9.32605151528312,13.846318368095298,17.297315894634565,3.844297199964639,53.06082936174286,35,11,1,0
